Wall time,Step,Value
1710884239.9286554,4687,14916.52734375
1710884266.17453,4708,13432.751953125
1710884267.9887664,4713,15425.154296875
1710884275.9264493,4718,13698.23046875
1710884277.9668229,4724,16291.0859375
1710884293.8909447,4734,20667.560546875
1710884295.9042218,4739,13247.7177734375
1710884304.4032488,4745,13143.8203125
1710884305.866993,4749,12432.9423828125
1710884306.1771414,4750,18462.65625
1710884315.2752826,4758,14440.3017578125
1710884322.2226434,4761,16017.3779296875
1710884322.6558645,4762,15193.095703125
1710884323.4706202,4764,13752.2509765625
1710884324.4485457,4767,14539.04296875
1710884324.806548,4768,13489.4208984375
1710884325.1362405,4769,13800.30078125
1710884334.1198559,4776,14974.16015625
1710884341.221634,4779,14078.205078125
1710884341.660272,4780,16696.9375
1710884342.4453952,4782,14668.8681640625
1710884343.1410623,4784,15098.970703125
1710884344.080996,4787,14752.783203125
1710884350.3956292,4788,15266.0283203125
1710884352.6532016,4794,13447.359375
1710884360.9014769,4800,13495.837890625
1710884361.6170537,4802,17365.443359375
1710884362.5567381,4805,13547.96875
1710884388.4264767,4825,12681.662109375
1710884389.1857195,4827,14164.69921875
1710884397.4732018,4833,13471.8046875
1710884400.0747428,4840,13383.37109375
1710884417.0944912,4852,13511.244140625
1710884436.2437186,4871,13452.681640625
1710884437.0194438,4873,20343.7734375
1710884454.7825358,4889,17700.548828125
1710884455.872644,4892,14371.736328125
1710884456.495228,4894,13852.626953125
1710884456.800831,4895,12395.8212890625
1710884481.9871616,4914,13889.455078125
1710884503.6504822,4938,12225.619140625
1710884510.5238442,4941,18344.560546875
1710884521.469549,4954,12612.515625
1710884530.7100008,4962,13902.265625
1710884539.4658928,4970,14640.15625
1710884539.8640049,4971,13863.3818359375
1710884540.9075139,4974,14845.970703125
1710884541.5292222,4976,14486.1123046875
1710884548.0291436,4977,14330.1171875
1710884559.3982077,4991,14028.3447265625
1710884568.282783,4999,14760.4248046875
1710884588.1561425,5021,14525.345703125
1710884596.7240956,5027,13569.203125
1710884597.6636102,5030,12926.974609375
